method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
GAC + expl repair,S1,52,12,local_repair,True,False,True,False,False,False,False,False,False,0,543300,58500,0,427000,True,3,3,0,False,False,False,0,False,optimal,13100,234,36,27,48,31,10.861589088233991,5.082129286201444e-05,0.03200000002,0.36378285714534747,10.861589088233991,5.082129286201444e-05,0.03200000002,0.36378285714534747
ConsistXApp expl,S1,52,12,direct,True,True,False,False,False,True,False,False,False,100,35157900,55600,35016000,0,False,0,0,0,False,False,False,0,False,none,20000,233,36,27,48,31,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134
ConsistXApp radius,S1,52,12,direct,True,True,False,False,False,True,False,False,False,100,34466300,59100,34322100,0,False,0,0,0,False,False,False,0,False,none,19400,235,36,27,48,31,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134
ConsistXApp assume,S1,52,12,direct,True,True,False,False,False,True,False,False,False,100,33796900,61100,33651600,0,False,0,0,0,False,False,False,0,False,none,18800,235,36,27,48,31,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134,11.073160640589128,4.985026569348423e-05,0.03800000002000001,0.3761914772067134
FC + expl repair,S1,52,12,direct,True,True,False,False,False,True,False,False,False,0,184900,0,0,0,False,0,0,0,False,False,False,0,False,none,12600,233,36,0,48,0,10.861589088233991,5.082129286201444e-05,0.03200000002,0.36378285714534747,10.861589088233991,5.082129286201444e-05,0.03200000002,0.36378285714534747
Uncoordinated,S1,53,12,blocked,False,False,False,True,False,False,False,False,False,0,31000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,36,0,45,0,8.945726335384432,6.43882875917696e-05,0.03800000002000001,0.34801396938361656,,,,
Static priority,S1,53,12,blocked,False,False,False,True,False,False,False,False,False,0,17900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,36,0,45,0,8.184496187401441,6.451221772364694e-05,0.03800000002000001,0.335350592160086,,,,
Continuous only,S1,53,12,direct,True,True,False,False,False,True,False,False,False,40,24654000,0,24564900,0,False,0,0,0,False,False,False,0,False,none,23600,232,36,36,45,45,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894
GAC + decode,S1,53,12,direct,True,True,False,False,False,True,False,False,False,83,30917000,53200,30775700,0,False,0,0,0,False,False,False,0,False,none,20100,229,36,28,45,32,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894
CP-SAT,S1,53,12,full_repair,True,False,True,False,False,False,False,False,False,0,1162800,0,0,1101700,True,12,12,0,False,False,False,0,True,optimal,14800,222,36,36,45,45,11.588819012939949,4.866759929292569e-05,0.03200000002,0.4595412137070357,11.588819012939949,4.866759929292569e-05,0.03200000002,0.4595412137070357
GAC + CP-SAT,S1,53,12,full_repair,True,False,True,False,False,False,False,False,False,0,1245000,52000,0,998400,True,12,12,0,False,False,False,0,True,optimal,15900,229,36,28,45,32,11.588819012939949,4.866759929292569e-05,0.03200000002,0.4595412137070357,11.588819012939949,4.866759929292569e-05,0.03200000002,0.4595412137070357
GAC + expl repair,S1,53,12,local_repair,True,False,True,False,False,False,False,False,False,0,761300,51900,0,651700,True,4,4,0,False,False,False,0,False,optimal,13300,234,36,28,45,32,9.82344846757952,5.741364673122457e-05,0.03200000002,0.366611279333593,9.82344846757952,5.741364673122457e-05,0.03200000002,0.366611279333593
ConsistXApp expl,S1,53,12,direct,True,True,False,False,False,True,False,False,False,83,31836600,49900,31697500,0,False,0,0,0,False,False,False,0,False,none,20700,233,36,28,45,32,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894
ConsistXApp radius,S1,53,12,direct,True,True,False,False,False,True,False,False,False,83,30964500,52500,30821600,0,False,0,0,0,False,False,False,0,False,none,19900,235,36,28,45,32,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894
ConsistXApp assume,S1,53,12,direct,True,True,False,False,False,True,False,False,False,83,30472600,52800,30330000,0,False,0,0,0,False,False,False,0,False,none,19600,235,36,28,45,32,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894,11.407788623353246,4.94399062448806e-05,0.03200000002,0.44706686209654894
FC + expl repair,S1,53,12,direct,True,True,False,False,False,True,False,False,False,0,117600,0,0,0,False,0,0,0,False,False,False,0,False,none,11400,233,36,0,45,0,8.811974708430153,6.128024851040462e-05,0.03200000002,0.35375022129598427,8.811974708430153,6.128024851040462e-05,0.03200000002,0.35375022129598427
Uncoordinated,S1,54,12,blocked,False,False,False,True,False,False,False,False,False,0,29200,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,36,0,43,0,12.74784230927118,4.3301445578640754e-05,0.03200000002,0.5715489285988591,,,,
Static priority,S1,54,12,blocked,False,False,False,True,False,False,False,False,False,0,19000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,36,0,43,0,10.931093312492498,4.830257915707115e-05,0.03800000002000001,0.4747521864795475,,,,
Continuous only,S1,54,12,direct,True,True,False,False,False,True,False,False,False,47,28089800,0,28001800,0,False,0,0,0,False,False,False,0,False,none,21100,232,36,36,43,43,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948
GAC + decode,S1,54,12,direct,True,True,False,False,False,True,False,False,False,38,15943400,54400,15801000,0,False,0,0,0,False,False,False,0,False,none,19300,229,36,29,43,36,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948
CP-SAT,S1,54,12,full_repair,True,False,True,False,False,False,False,False,False,0,1423200,0,0,1364500,True,12,12,0,False,False,False,0,True,optimal,14200,223,36,36,43,43,12.72402987665979,4.6211774547825646e-05,0.03800000002000001,0.5612173640718763,12.72402987665979,4.6211774547825646e-05,0.03800000002000001,0.5612173640718763
GAC + CP-SAT,S1,54,12,full_repair,True,False,True,False,False,False,False,False,False,0,1241500,61200,0,1123800,True,12,12,0,False,False,False,0,True,optimal,13200,228,36,29,43,36,12.72402987665979,4.6211774547825646e-05,0.03800000002000001,0.5612173640718763,12.72402987665979,4.6211774547825646e-05,0.03800000002000001,0.5612173640718763
GAC + expl repair,S1,54,12,local_repair,True,False,True,False,False,False,False,False,False,0,913500,49900,0,794100,True,6,6,0,False,False,False,0,False,optimal,20600,233,36,29,43,36,11.218754546838298,5.027296012630458e-05,0.03800000002000001,0.4787219176072899,11.218754546838298,5.027296012630458e-05,0.03800000002000001,0.4787219176072899
ConsistXApp expl,S1,54,12,direct,True,True,False,False,False,True,False,False,False,38,16027800,49900,15904000,0,False,0,0,0,False,False,False,0,False,none,16000,232,36,29,43,36,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948
ConsistXApp radius,S1,54,12,direct,True,True,False,False,False,True,False,False,False,38,15976300,53400,15842300,0,False,0,0,0,False,False,False,0,False,none,17600,235,36,29,43,36,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948
ConsistXApp assume,S1,54,12,direct,True,True,False,False,False,True,False,False,False,38,16276500,53900,16135400,0,False,0,0,0,False,False,False,0,False,none,18900,235,36,29,43,36,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948,11.479259927592755,4.913208722143405e-05,0.03200000002,0.4942230885520948
FC + expl repair,S1,54,12,direct,True,True,False,False,False,True,False,False,False,0,115700,0,0,0,False,0,0,0,False,False,False,0,False,none,11800,233,36,0,43,0,13.14175011789164,4.200353796474092e-05,0.03200000002,0.5622588423190595,13.14175011789164,4.200353796474092e-05,0.03200000002,0.5622588423190595
Uncoordinated,S1,55,12,blocked,False,False,False,True,False,False,False,False,False,0,28600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,36,0,55,0,9.118618195906254,5.921949887565526e-05,0.03800000002000001,0.42309233321441353,,,,
